ENSEMBL	ESC	ESC	HB	HB
ENSG00000196338	647	260	90	110
ENSG00000196341	0	0	0	0
ENSG00000196344	0	0	0	0
ENSG00000196350	0	0	0	0
ENSG00000196352	690	567	151	140
ENSG00000196353	53	40	23	16
ENSG00000196357	40	19	69	56
ENSG00000196358	24	31	2	3
ENSG00000196361	41	29	0	0
ENSG00000196363	1981	1859	1080	1101
ENSG00000196364	2	0	0	0
ENSG00000196365	2375	1832	1310	1153
ENSG00000196367	3406	2755	2961	2750
ENSG00000196368	950	814	63	70
ENSG00000196369	715	842	271	304
ENSG00000196371	256	315	380	420
ENSG00000196372	345	368	221	208
ENSG00000196376	487	357	80	108
ENSG00000196378	216	148	121	106
ENSG00000196381	13	2	19	17
ENSG00000196383	0	0	0	0
ENSG00000196387	355	265	351	338
ENSG00000196388	9	2	41	51
ENSG00000196390	0	0	0	0
ENSG00000196391	57	54	235	217
ENSG00000196395	0	0	0	1
ENSG00000196396	1057	992	966	932
ENSG00000196403	2	0	0	0
ENSG00000196405	840	900	868	856
ENSG00000196406	0	0	1	0
ENSG00000196407	0	0	1	1
ENSG00000196411	2331	1845	2686	2754
ENSG00000196415	12	0	0	0
ENSG00000196417	498	504	1145	1201
ENSG00000196418	230	212	423	453
ENSG00000196419	13202	13098	7856	7113
ENSG00000196420	0	0	0	0
ENSG00000196421	17	14	1756	1795
ENSG00000196422	973	757	421	414
ENSG00000196427	0	0	0	1
ENSG00000196428	826	540	816	907
ENSG00000196431	9	6	0	0
ENSG00000196436	141	47	135	145
ENSG00000196437	463	389	98	110
ENSG00000196440	743	542	273	263
ENSG00000196449	392	510	269	318
ENSG00000196453	355	234	270	261
ENSG00000196455	1329	1139	715	734
ENSG00000196456	325	264	37	39
ENSG00000196458	868	595	911	1021
ENSG00000196459	271	181	275	270
ENSG00000196460	16	7	0	0
ENSG00000196465	929	1144	293	272
ENSG00000196466	53	119	171	155
ENSG00000196468	19	27	1	0
ENSG00000196470	844	702	509	483
ENSG00000196472	0	0	0	0
ENSG00000196475	0	0	0	0
ENSG00000196476	379	345	75	77
ENSG00000196482	58	46	221	199
ENSG00000196498	5035	2810	1273	1484
ENSG00000196502	23	31	804	582
ENSG00000196503	12	10	1	3
ENSG00000196504	4514	3831	2355	2468
ENSG00000196505	372	297	478	528
ENSG00000196507	143	163	87	70
ENSG00000196510	1877	1274	799	738
ENSG00000196511	52	46	183	163
ENSG00000196517	856	494	68	69
ENSG00000196526	663	1375	391	469
ENSG00000196531	11868	14246	3907	3131
ENSG00000196534	1	1	0	0
ENSG00000196535	1694	980	2893	2703
ENSG00000196542	309	383	262	228
ENSG00000196544	58	73	351	359
ENSG00000196547	639	694	1174	1027
ENSG00000196549	326	519	40	23
ENSG00000196550	559	634	24	19
ENSG00000196553	0	0	0	0
ENSG00000196557	2140	1105	26	20
ENSG00000196562	592	257	6764	6509
ENSG00000196564	3	1	4	3
ENSG00000196565	0	1	7	0
ENSG00000196569	369	338	111	83
ENSG00000196570	0	0	0	0
ENSG00000196576	2098	1703	2162	2077
ENSG00000196578	0	0	0	0
ENSG00000196581	256	581	10	4
ENSG00000196584	1142	721	95	110
ENSG00000196586	1956	1755	3055	2933
ENSG00000196588	601	626	694	756
ENSG00000196589	0	0	0	0
ENSG00000196591	9121	7676	1872	1650
ENSG00000196593	0	0	0	0
ENSG00000196597	157	89	125	123
ENSG00000196600	32	31	21	44
ENSG00000196604	18	17	9	9
ENSG00000196605	134	100	273	233
ENSG00000196611	0	0	249	166
ENSG00000196616	1	2	9	4
ENSG00000196620	0	0	0	0
ENSG00000196628	2483	1857	274	277
ENSG00000196632	1231	552	617	704
ENSG00000196636	267	295	106	123
ENSG00000196639	3	0	0	1
ENSG00000196642	2202	2561	2101	2440
ENSG00000196646	204	194	180	158
ENSG00000196652	661	655	511	481
ENSG00000196656	147	361	272	342
ENSG00000196659	84	59	74	70
ENSG00000196660	37	11	2262	2478
ENSG00000196663	540	524	1027	1041
ENSG00000196664	11	12	12	9
ENSG00000196666	0	0	0	0
ENSG00000196670	927	1060	376	377
ENSG00000196678	354	268	320	307
ENSG00000196683	2218	5556	2762	2359
ENSG00000196684	46	24	8	8
ENSG00000196689	222	93	790	907
ENSG00000196693	969	745	680	584
ENSG00000196700	1513	668	1817	1823
ENSG00000196704	1096	1581	931	797
ENSG00000196705	1366	1348	2004	2181
ENSG00000196711	14	14	7	14
ENSG00000196712	1711	1591	1722	1735
ENSG00000196715	1510	1418	1384	1516
ENSG00000196724	414	318	177	150
ENSG00000196730	3197	2760	1948	1956
ENSG00000196734	0	0	0	0
ENSG00000196735	0	0	0	0
ENSG00000196739	936	375	4132	3987
ENSG00000196743	1292	1651	1067	1016
ENSG00000196747	2	2	0	2
ENSG00000196748	17	17	0	0
ENSG00000196754	0	5	17	8
ENSG00000196757	436	298	300	312
ENSG00000196767	95	119	0	0
ENSG00000196772	1	18	0	0
ENSG00000196776	627	365	706	686
ENSG00000196778	3	4	9	1
ENSG00000196781	1823	1540	1499	1651
ENSG00000196782	258	192	305	256
ENSG00000196787	12	6	12	13
ENSG00000196792	1052	716	782	723
ENSG00000196793	139	151	91	89
ENSG00000196796	1	1	4	3
ENSG00000196800	0	0	1	0
ENSG00000196805	0	0	0	0
ENSG00000196811	2	2	0	0
ENSG00000196812	111	124	69	57
ENSG00000196814	252	175	1058	1077
ENSG00000196821	3371	3303	5444	5255
ENSG00000196826	0	0	8	21
ENSG00000196834	28	40	31	13
ENSG00000196839	264	311	38	41
ENSG00000196843	86	87	36	53
ENSG00000196844	1	0	1	1
ENSG00000196850	832	826	633	675
ENSG00000196859	0	0	0	0
ENSG00000196860	1	0	2	2
ENSG00000196862	59	51	46	50
ENSG00000196865	1258	880	663	663
ENSG00000196866	3	1	0	1
ENSG00000196867	197	187	129	115
ENSG00000196872	5	7	3	1
ENSG00000196873	295	232	962	783
ENSG00000196876	978	561	667	652
ENSG00000196878	15	3	2675	2559
ENSG00000196890	10	6	14	26
ENSG00000196900	0	0	0	0
ENSG00000196911	1239	984	616	664
ENSG00000196914	2032	1874	3497	3472
ENSG00000196917	11	10	18	23
ENSG00000196922	313	194	175	188
ENSG00000196923	674	444	1377	1488
ENSG00000196924	29252	27552	31929	32528
ENSG00000196932	52	39	8	7
ENSG00000196933	0	0	0	0
ENSG00000196935	397	379	799	862
ENSG00000196937	1808	1820	2374	2574
ENSG00000196946	2	0	0	0
ENSG00000196950	4687	5319	806	820
ENSG00000196954	1	1	2	1
ENSG00000196961	2308	1855	3045	2860
ENSG00000196967	224	300	181	190
ENSG00000196968	204	230	269	254
ENSG00000196970	2	1	1	0
ENSG00000196972	92	106	542	411
ENSG00000196975	212	143	10782	9027
ENSG00000196976	242	277	129	127
ENSG00000196981	157	171	117	121
ENSG00000196990	65	61	1	1
ENSG00000196993	11	8	42	38
ENSG00000197006	2381	2533	1719	1391
ENSG00000197008	377	565	173	212
ENSG00000197013	362	228	363	381
ENSG00000197016	480	332	339	346
ENSG00000197019	75	85	160	180
ENSG00000197020	613	585	175	153
ENSG00000197021	244	325	575	550
ENSG00000197023	0	0	0	0
ENSG00000197024	1561	2908	217	211
ENSG00000197037	465	412	381	397
ENSG00000197043	1535	1947	9788	8696
ENSG00000197044	25	41	144	139
ENSG00000197045	2704	2074	1744	1747
ENSG00000197046	4	4	0	2
ENSG00000197050	187	148	148	149
ENSG00000197054	69	55	104	128
ENSG00000197056	690	602	397	372
ENSG00000197057	0	0	0	0
ENSG00000197061	1	2	0	0
ENSG00000197062	359	250	203	155
ENSG00000197063	1320	1193	816	861
ENSG00000197067	0	4	0	2
ENSG00000197070	459	419	523	551
ENSG00000197077	1310	975	2072	2138
ENSG00000197079	0	0	0	0
ENSG00000197081	6069	3323	11766	10850
ENSG00000197083	1	0	0	0
ENSG00000197084	0	0	0	0
ENSG00000197092	0	0	1	0
ENSG00000197093	238	127	18	20
ENSG00000197102	12671	10902	10164	8405
ENSG00000197106	7	5	3	3
ENSG00000197111	12725	12106	6762	5813
ENSG00000197114	264	332	403	435
ENSG00000197119	3155	2500	3627	3742
ENSG00000197121	1591	1056	630	632
ENSG00000197123	0	0	0	0
ENSG00000197124	335	261	866	887
ENSG00000197125	0	0	5	3
ENSG00000197128	513	460	259	216
ENSG00000197134	11	19	2	4
ENSG00000197136	1185	908	2392	2498
ENSG00000197140	72	38	56	55
ENSG00000197142	1	1	6670	5964
ENSG00000197147	1195	1030	180	195
ENSG00000197149	11	4	2	1
ENSG00000197150	491	278	659	657
ENSG00000197153	0	2	0	0
ENSG00000197157	6761	8680	7906	7204
ENSG00000197161	0	0	0	0
ENSG00000197162	295	311	276	311
ENSG00000197165	32	10	356	316
ENSG00000197168	31	31	171	161
ENSG00000197170	1615	1168	1157	1147
ENSG00000197171	0	0	0	0
ENSG00000197172	0	1	0	0
ENSG00000197177	7	2	13	14
ENSG00000197181	281	582	33	35
ENSG00000197183	937	411	721	612
ENSG00000197185	0	0	0	0
ENSG00000197191	11	11	17	22
ENSG00000197208	6	4	101	82
ENSG00000197213	2	0	0	0
ENSG00000197214	0	0	0	0
ENSG00000197217	1647	1487	3296	3195
ENSG00000197223	320	367	397	345
ENSG00000197226	1522	1146	3424	3133
ENSG00000197233	0	0	0	0
ENSG00000197238	32	25	0	0
ENSG00000197241	0	0	344	318
ENSG00000197245	19	11	38	49
ENSG00000197249	9	27	174166	137714
ENSG00000197253	1	1	2	2
ENSG00000197254	0	0	0	1
ENSG00000197256	811	458	295	278
ENSG00000197258	3	4	1	3
ENSG00000197261	255	50	26	22
ENSG00000197265	510	686	337	296
ENSG00000197272	0	0	8	9
ENSG00000197273	0	0	2	0
ENSG00000197275	633	625	81	95
ENSG00000197279	149	138	87	55
ENSG00000197283	2932	753	658	617
ENSG00000197296	90	159	202	200
ENSG00000197299	1263	1013	62	66
ENSG00000197302	476	459	438	436
ENSG00000197309	0	0	0	0
ENSG00000197312	2662	2218	4591	4329
ENSG00000197320	4	8	0	0
ENSG00000197321	668	400	1297	1259
ENSG00000197323	3067	1923	2940	2993
ENSG00000197324	337	401	2301	2403
ENSG00000197329	1724	1906	242	256
ENSG00000197343	1436	1080	1629	1687
ENSG00000197345	436	496	272	279
ENSG00000197353	0	0	0	0
ENSG00000197355	182	316	47	33
ENSG00000197358	0	0	0	0
ENSG00000197360	0	0	0	0
ENSG00000197361	12	2	9	5
ENSG00000197362	261	223	160	155
ENSG00000197363	126	109	82	101
ENSG00000197364	0	0	0	0
ENSG00000197372	441	602	225	276
ENSG00000197375	245	167	3148	3070
ENSG00000197376	0	0	0	0
ENSG00000197380	62	33	27	29
ENSG00000197381	422	397	882	981
ENSG00000197385	119	102	27	26
ENSG00000197386	3573	3120	4362	4139
ENSG00000197403	0	0	0	0
ENSG00000197405	7	1	9	16
ENSG00000197406	4	16	86	104
ENSG00000197408	69	140	25	40
ENSG00000197409	0	0	0	0
ENSG00000197410	53	19	56	55
ENSG00000197415	216	137	70	58
ENSG00000197416	0	0	1	0
ENSG00000197417	802	824	1196	1173
ENSG00000197421	0	1	0	1
ENSG00000197428	0	0	0	0
ENSG00000197429	150	165	580	574
ENSG00000197430	0	1	4	3
ENSG00000197437	0	0	0	0
ENSG00000197442	87	65	61	48
ENSG00000197444	655	644	274	272
ENSG00000197446	7	11	0	0
ENSG00000197448	429	490	2885	2489
ENSG00000197451	7774	8170	2057	2018
ENSG00000197454	1	1	0	1
ENSG00000197457	590	673	30	45
ENSG00000197461	1455	2632	400	400
ENSG00000197465	0	0	1	0
ENSG00000197467	149	70	7	3
ENSG00000197468	0	0	0	0
ENSG00000197471	38	23	21	23
ENSG00000197472	336	491	29	36
ENSG00000197475	0	0	0	0
ENSG00000197476	0	0	0	0
ENSG00000197483	88	84	87	86
ENSG00000197487	1	0	0	0
ENSG00000197496	519	303	1008	996
ENSG00000197497	145	135	98	113
ENSG00000197498	1100	1100	478	495
ENSG00000197506	0	0	12	14
ENSG00000197520	2	0	0	0
ENSG00000197530	453	333	567	662
ENSG00000197532	6	3	14	12
ENSG00000197535	2297	1844	577	503
ENSG00000197540	2	1	0	0
ENSG00000197548	304	352	316	321
ENSG00000197549	0	0	0	0
ENSG00000197550	8	5	16	19
ENSG00000197555	2831	1756	3254	2917
ENSG00000197557	138	69	159	152
ENSG00000197558	68	3	70	93
ENSG00000197561	0	0	0	0
ENSG00000197562	272	337	339	368
ENSG00000197563	2075	1480	1485	1517
ENSG00000197565	845	701	1360	1253
ENSG00000197566	40	72	76	123
ENSG00000197575	0	0	0	0
ENSG00000197576	0	0	0	0
ENSG00000197579	988	961	590	632
ENSG00000197580	22	17	101	116
ENSG00000197582	0	1	0	0
ENSG00000197584	1	0	0	0
ENSG00000197586	772	963	2654	2805
ENSG00000197587	123	17	0	0
ENSG00000197588	0	0	0	0
ENSG00000197591	0	0	0	0
ENSG00000197594	1008	984	326	363
ENSG00000197599	13	1	1	6
ENSG00000197601	2294	1845	1240	1344
ENSG00000197603	430	298	1082	1127
ENSG00000197608	335	390	415	411
ENSG00000197614	14	10	7	7
ENSG00000197616	4	2	47	35
ENSG00000197617	0	0	0	0
ENSG00000197619	366	270	362	316
ENSG00000197620	116	134	348	288
ENSG00000197622	1638	1720	1364	1275
ENSG00000197629	0	0	0	0
ENSG00000197632	0	1	0	0
ENSG00000197635	211	87	8581	7608
ENSG00000197641	0	0	0	2
ENSG00000197646	0	0	0	0
ENSG00000197647	78	102	104	97
ENSG00000197651	0	0	0	0
ENSG00000197653	0	6	26	18
ENSG00000197658	0	0	0	0
ENSG00000197674	0	0	0	0
ENSG00000197683	0	0	0	0
ENSG00000197692	0	0	0	0
ENSG00000197694	6720	4872	9568	9135
ENSG00000197702	260	249	1650	1682
ENSG00000197705	79	122	19	16
ENSG00000197706	58	63	39	58
ENSG00000197712	262	297	3310	3355
ENSG00000197713	1606	1370	898	857
ENSG00000197714	88	69	21	17
ENSG00000197721	9	9	0	2
ENSG00000197724	532	382	488	550
ENSG00000197728	2960	3530	3035	2338
ENSG00000197744	2	1	0	0
ENSG00000197745	0	0	0	0
ENSG00000197746	10420	14205	32319	32850
ENSG00000197747	532	1095	20421	19967
ENSG00000197748	24	7	12	7
ENSG00000197753	33	34	12	38
ENSG00000197756	16019	20548	8007	6034
ENSG00000197757	0	0	0	0
ENSG00000197763	164	188	411	348
ENSG00000197766	6	14	0	1
ENSG00000197768	1	1	4	8
ENSG00000197769	48	46	89	105
ENSG00000197771	2318	1749	704	633
ENSG00000197774	686	116	844	1019
ENSG00000197776	5	3	67	78
ENSG00000197779	436	319	503	424
ENSG00000197780	559	546	872	984
ENSG00000197782	0	0	0	0
ENSG00000197785	807	778	729	880
ENSG00000197786	0	0	0	0
ENSG00000197790	0	0	0	0
ENSG00000197798	664	562	454	429
ENSG00000197808	145	140	178	203
ENSG00000197816	532	231	132	126
ENSG00000197818	470	263	546	443
ENSG00000197822	1113	742	2823	3095
ENSG00000197826	0	0	2	0
ENSG00000197837	21	15	31	39
ENSG00000197838	20	7	0	0
ENSG00000197841	327	264	294	337
ENSG00000197847	67	28	5	6
ENSG00000197849	0	0	0	0
ENSG00000197852	789	960	457	367
ENSG00000197857	198	174	801	818
ENSG00000197858	894	1043	1783	1798
ENSG00000197859	24	15	17	6
ENSG00000197860	399	351	646	670
ENSG00000197863	101	80	140	137
ENSG00000197866	0	0	0	0
ENSG00000197870	0	0	0	0
ENSG00000197872	143	150	19	13
ENSG00000197879	2126	2010	2487	2394
ENSG00000197882	0	0	12	7
ENSG00000197885	161	190	213	228
ENSG00000197887	0	0	0	0
ENSG00000197888	1	0	0	3
ENSG00000197889	0	1	3	4
ENSG00000197891	0	0	0	0
ENSG00000197892	484	514	1546	1531
ENSG00000197893	0	0	7	12
ENSG00000197894	6921	7423	4270	3774
ENSG00000197901	0	0	1304	1276
ENSG00000197903	43	58	579	539
ENSG00000197905	706	802	325	285
ENSG00000197912	2048	1770	3365	3598
ENSG00000197915	0	0	0	0
ENSG00000197919	0	0	0	0
ENSG00000197921	0	0	0	0
ENSG00000197927	14	15	6	6
ENSG00000197928	682	479	309	307
ENSG00000197930	1398	1226	679	692
ENSG00000197933	63	132	131	101
ENSG00000197935	171	87	41	33
ENSG00000197937	455	370	469	430
ENSG00000197938	0	0	0	0
ENSG00000197943	401	235	729	746
ENSG00000197948	656	337	201	224
ENSG00000197951	235	234	184	144
ENSG00000197953	0	0	0	0
ENSG00000197956	43	70	3094	3251
ENSG00000197958	23056	31912	5848	4913
ENSG00000197959	28	25	39	36
ENSG00000197961	3417	4930	520	556
ENSG00000197965	2363	2094	7185	7412
ENSG00000197969	1706	1285	6644	6401
ENSG00000197971	509	794	703	601
ENSG00000197977	27	34	3456	3293
ENSG00000197978	448	246	144	181
ENSG00000197980	1	0	2	4
ENSG00000197982	272	425	671	803
ENSG00000197984	0	0	0	0
ENSG00000197990	0	0	0	0
ENSG00000197991	0	0	6	0
ENSG00000197992	0	0	0	0
ENSG00000197993	63	11	57	51
ENSG00000198000	907	666	493	456
ENSG00000198001	223	221	443	454
ENSG00000198003	50	43	6	8
ENSG00000198010	74	29	0	12
ENSG00000198015	2430	2922	1016	1100
ENSG00000198018	310	517	1045	1090
ENSG00000198019	0	0	0	0
ENSG00000198021	0	0	0	0
ENSG00000198022	0	0	0	0
ENSG00000198026	332	345	559	498
ENSG00000198028	5	4	0	0
ENSG00000198033	0	0	0	0
ENSG00000198034	16308	20365	7859	5924
ENSG00000198039	414	451	134	165
ENSG00000198040	1483	1003	885	930
ENSG00000198042	1272	1100	440	530
ENSG00000198046	415	241	93	85
ENSG00000198049	9	4	4	2
ENSG00000198053	332	306	865	892
ENSG00000198055	961	1194	323	337
ENSG00000198056	974	519	35	16
ENSG00000198060	539	573	671	694
ENSG00000198062	0	0	0	0
ENSG00000198064	2074	600	1017	1139
ENSG00000198074	2	0	225	202
ENSG00000198075	42	59	68	35
ENSG00000198077	4	1	0	0
ENSG00000198081	476	446	219	214
ENSG00000198083	0	0	0	0
ENSG00000198087	2588	1823	1598	1879
ENSG00000198088	60	45	6	11
ENSG00000198089	542	361	1256	1634
ENSG00000198092	0	0	0	0
ENSG00000198093	1351	1327	264	221
ENSG00000198099	0	0	76	41
ENSG00000198105	404	415	563	500
ENSG00000198108	17	9	165	181
ENSG00000198113	133	104	599	662
ENSG00000198121	105	183	265	305
ENSG00000198125	11	10	28	26
ENSG00000198128	1	0	0	0
ENSG00000198130	660	448	1158	977
ENSG00000198131	1394	826	581	584
ENSG00000198133	15	20	625	563
ENSG00000198142	455	433	826	916
ENSG00000198146	4856	6873	1081	1214
ENSG00000198153	0	1	3	0
ENSG00000198155	181	221	25	16
ENSG00000198156	14	4	81	91
ENSG00000198157	293	272	31	22
ENSG00000198160	1121	776	715	707
ENSG00000198162	848	776	2728	2769
ENSG00000198168	116	207	355	360
ENSG00000198169	389	48	486	392
ENSG00000198171	500	754	823	949
ENSG00000198173	1	0	0	0
ENSG00000198176	1575	1420	1527	1394
ENSG00000198178	1	1	0	0
ENSG00000198182	656	390	293	306
ENSG00000198183	0	0	0	1
ENSG00000198185	670	464	352	348
ENSG00000198189	248	390	1609	1278
ENSG00000198198	564	368	1265	1294
ENSG00000198203	77	39	199	189
ENSG00000198205	0	0	0	0
ENSG00000198208	297	174	148	125
ENSG00000198211	0	3	0	0
ENSG00000198216	105	33	15	19
ENSG00000198217	0	0	0	0
ENSG00000198218	2307	1846	1806	1608
ENSG00000198225	3	1	1	3
ENSG00000198231	3934	3193	3356	3081
ENSG00000198237	122	72	46	45
ENSG00000198242	7237	10235	3867	3328
ENSG00000198246	310	240	1209	1029
ENSG00000198251	0	0	0	0
ENSG00000198252	1449	1232	643	756
ENSG00000198258	972	1707	1172	1057
ENSG00000198261	0	0	0	0
ENSG00000198265	1799	1092	3569	3559
ENSG00000198270	220	218	204	190
ENSG00000198276	532	358	527	523
ENSG00000198277	0	0	0	0
ENSG00000198283	0	0	0	0
ENSG00000198284	0	0	0	0
ENSG00000198286	348	589	213	190
ENSG00000198298	125	126	40	31
ENSG00000198300	0	0	0	0
ENSG00000198301	1894	1411	657	676
ENSG00000198312	0	0	14	15
ENSG00000198315	1720	1433	977	908
ENSG00000198324	160	181	966	1002
ENSG00000198326	2	2	2	0
ENSG00000198331	219	181	170	160
ENSG00000198336	2	0	1258	1463
ENSG00000198342	80	68	131	140
ENSG00000198346	799	738	955	944
ENSG00000198353	1	8	0	1
ENSG00000198354	35	15	13	21
ENSG00000198355	639	658	158	184
ENSG00000198356	945	1157	494	446
ENSG00000198363	1938	2207	21097	20041
ENSG00000198367	0	0	0	0
ENSG00000198369	621	709	277	252
ENSG00000198373	1045	805	649	641
ENSG00000198380	4386	4310	6536	6592
ENSG00000198382	507	357	238	231
ENSG00000198390	0	0	0	0
ENSG00000198393	371	253	361	388
ENSG00000198398	0	0	21	13
ENSG00000198399	694	355	693	678
ENSG00000198400	6	3	0	1
ENSG00000198406	0	0	0	0
ENSG00000198408	8044	5062	3423	3308
ENSG00000198414	0	0	0	0
ENSG00000198416	52	23	45	65
ENSG00000198417	237	162	246	213
ENSG00000198420	1798	1862	11440	10456
ENSG00000198429	146	81	497	511
ENSG00000198431	3250	3097	6112	5722
ENSG00000198435	757	785	359	575
ENSG00000198440	87	55	156	163
ENSG00000198443	1	0	0	0
ENSG00000198445	0	0	0	0
ENSG00000198452	0	0	0	0
ENSG00000198453	88	104	112	135
ENSG00000198455	392	409	275	292
ENSG00000198464	468	452	436	418
ENSG00000198466	939	1577	2599	2592
ENSG00000198467	1353	1050	2461	2189
ENSG00000198471	0	0	0	0
ENSG00000198478	922	955	1121	1088
ENSG00000198482	246	426	307	299
ENSG00000198483	54	40	1	1
ENSG00000198488	0	0	3	7
ENSG00000198492	3442	3055	1732	1742
ENSG00000198498	1107	913	199	211
ENSG00000198502	2	3	13	3
ENSG00000198513	186	138	157	155
ENSG00000198515	19	7	64	51
ENSG00000198517	269	254	320	359
ENSG00000198520	15	3	8	6
ENSG00000198521	1103	1093	510	583
ENSG00000198522	934	1015	394	334
ENSG00000198523	0	0	1	0
ENSG00000198526	1	0	0	0
ENSG00000198535	0	1	0	0
ENSG00000198538	625	588	1848	1839
ENSG00000198542	1	2	0	0
ENSG00000198546	425	409	260	229
ENSG00000198547	14	4	6	2
ENSG00000198551	441	544	422	343
ENSG00000198553	11	0	10	20
ENSG00000198554	4369	2728	208	205
ENSG00000198555	0	0	0	0
ENSG00000198556	331	330	400	436
ENSG00000198561	9211	7677	8025	6978
ENSG00000198563	1559	1580	235	258
ENSG00000198569	5	0	19	28
ENSG00000198570	2	1	0	1
ENSG00000198573	1	1	0	0
ENSG00000198574	0	0	0	0
ENSG00000198576	70	45	1	3
ENSG00000198580	23	18	10	9
ENSG00000198585	1535	1183	2536	2237
ENSG00000198586	2109	1670	537	552
ENSG00000198589	3747	3677	3314	2895
ENSG00000198597	10	8	0	0
ENSG00000198598	418	402	3	1
ENSG00000198601	0	0	0	0
ENSG00000198604	688	797	384	412
ENSG00000198610	0	0	0	0
ENSG00000198612	1117	1568	588	597
ENSG00000198618	0	9	0	0
ENSG00000198624	397	508	446	421
ENSG00000198625	2005	1431	1332	1602
ENSG00000198626	352	418	6	6
ENSG00000198633	9	18	13	16
ENSG00000198642	929	1160	1309	1230
ENSG00000198643	1	2	0	1
ENSG00000198646	527	215	1559	1394
ENSG00000198648	1360	1060	269	281
ENSG00000198650	4	3	131	162
ENSG00000198658	0	0	0	0
ENSG00000198663	624	741	2371	2216
ENSG00000198668	6665	5449	15975	14974
ENSG00000198670	0	0	61	40
ENSG00000198673	22	16	9	3
ENSG00000198674	0	0	0	0
ENSG00000198677	2312	2092	2648	2460
ENSG00000198678	0	0	0	0
ENSG00000198680	82	67	227	259
ENSG00000198681	0	0	0	1
ENSG00000198682	675	688	1538	1276
ENSG00000198689	620	490	825	842
ENSG00000198690	908	612	499	544
ENSG00000198691	4	1	46	63
ENSG00000198692	334	390	278	264
ENSG00000198695	2566	4307	3751	5024
ENSG00000198700	4164	3466	1680	1541
ENSG00000198703	0	0	0	0
ENSG00000198704	1	0	0	0
ENSG00000198707	494	411	438	473
ENSG00000198712	105645	127925	66368	53428
ENSG00000198715	650	769	1608	1294
ENSG00000198718	315	207	280	270
ENSG00000198719	271	472	159	169
ENSG00000198720	396	277	10	18
ENSG00000198721	1612	1077	2391	2125
ENSG00000198722	2910	2319	2135	1842
ENSG00000198723	18	5	1	0
ENSG00000198727	67385	69985	40764	46123
ENSG00000198728	3734	2748	1425	1360
ENSG00000198729	8	7	38	36
ENSG00000198730	1463	1298	1559	1467
ENSG00000198732	38	11	11	1
ENSG00000198734	11	7	23	21
ENSG00000198738	0	0	0	0
ENSG00000198739	8	4	0	0
ENSG00000198740	1051	1246	738	764
ENSG00000198742	1075	865	863	763
ENSG00000198743	1832	1682	5365	5995
ENSG00000198744	17	24	1	5
ENSG00000198746	308	269	445	420
ENSG00000198752	3975	2710	3104	3104
ENSG00000198753	25	4	0	0
ENSG00000198754	18	17	53	59
ENSG00000198755	11447	13804	4183	3780
ENSG00000198756	144	62	74	78
ENSG00000198758	0	0	156	111
ENSG00000198759	29	18	13	11
ENSG00000198763	56304	52273	35066	34930
ENSG00000198765	11	5	2	5
ENSG00000198768	66	40	0	0
ENSG00000198771	26	21	4	6
ENSG00000198774	4	13	2	4
ENSG00000198780	1837	1968	946	1044
ENSG00000198783	247	318	247	261
ENSG00000198785	0	0	4	5
ENSG00000198786	52290	44272	67450	65440
ENSG00000198787	3	0	0	0
ENSG00000198788	0	0	0	0
ENSG00000198791	3198	2765	1562	1543
ENSG00000198792	2131	2629	2998	3454
ENSG00000198793	4732	3334	4138	3616
ENSG00000198794	1357	1616	1292	1172
ENSG00000198795	608	355	11	6
ENSG00000198796	29	8	237	242
ENSG00000198797	3	2	0	0
ENSG00000198798	0	0	0	0
ENSG00000198799	1365	1266	1376	1324
ENSG00000198804	323244	365389	172768	170926
ENSG00000198807	1	0	3	0
ENSG00000198812	0	0	0	0
ENSG00000198814	201	117	88	60
ENSG00000198815	1777	1333	1173	1142
ENSG00000198816	518	508	400	436
ENSG00000198818	735	1021	265	227
ENSG00000198821	38	20	12	24
ENSG00000198822	71	13	3	3
ENSG00000198824	1343	827	817	883
ENSG00000198825	3891	4396	6426	6559
ENSG00000198826	2429	2176	119	104
ENSG00000198829	0	0	1	1
ENSG00000198830	7784	6733	5844	4879
ENSG00000198832	73	181	86	94
ENSG00000198833	526	554	1667	1632
ENSG00000198835	4	8	5	8
ENSG00000198836	3071	2525	1529	1349
ENSG00000198837	2323	1260	834	801
ENSG00000198838	36	19	90	85
ENSG00000198839	293	420	218	230
ENSG00000198840	22018	23131	7653	7161
ENSG00000198841	195	215	180	177
ENSG00000198842	7	2	0	1
ENSG00000198843	1072	1127	1491	1544
ENSG00000198844	37	24	6	8
ENSG00000198846	441	159	5	1
ENSG00000198848	10	0	14	17
